영화코드,영화명,누적관객수,배우파워,평점,코멘트수,일차,일차2,일차3,국적군,감독평균최대관객수,감독.group,배급사평균최대관객수,배급사.group,장르평균최대관객수,장르.group,요일구분,월.group,평점계,기사수,등급평균최대관객수,공휴일평균관객수,공휴일누적평균관객수,공휴일총합
94,내부자들: 디 오리지널,831426,31115440,8.19,4732,3,9,27,1,3638521,4,3309867,3,1929185,4,2,2,38755.08,3165,808491.7238,103860.2757,379560.5135,923540.8953
94,내부자들: 디 오리지널,924390,31115440,8.19,4732,4,16,64,1,3638521,4,3309867,3,1929185,4,0,2,38755.08,3165,808491.7238,42032.47881,421592.9923,923540.8953
94,내부자들: 디 오리지널,1005560,31115440,8.19,4732,5,25,125,1,3638521,4,3309867,3,1929185,4,0,2,38755.08,3165,808491.7238,42032.47881,463625.4711,923540.8953
94,내부자들: 디 오리지널,1081277,31115440,8.19,4732,6,36,216,1,3638521,4,3309867,3,1929185,4,0,2,38755.08,3165,808491.7238,42032.47881,505657.9499,923540.8953
94,내부자들: 디 오리지널,1145624,31115440,8.19,4732,7,49,343,1,3638521,4,3309867,3,1929185,4,0,2,38755.08,3165,808491.7238,42032.47881,547690.4287,923540.8953
94,내부자들: 디 오리지널,1223270,31115440,8.19,4732,8,64,512,1,3638521,4,3309867,3,1929185,4,1,2,38755.08,3165,808491.7238,42032.47881,589722.9075,923540.8953
94,내부자들: 디 오리지널,1388291,31115440,8.19,4732,9,81,729,1,3638521,4,3309867,3,1929185,4,2,2,38755.08,3165,808491.7238,103860.2757,693583.1832,923540.8953
94,내부자들: 디 오리지널,1530083,31115440,8.19,4732,10,100,1000,1,3638521,4,3309867,3,1929185,4,2,2,38755.08,3165,808491.7238,103860.2757,797443.459,923540.8953
94,내부자들: 디 오리지널,1578500,31115440,8.19,4732,11,121,1331,1,3638521,4,3309867,3,1929185,4,0,2,38755.08,3165,808491.7238,42032.47881,839475.9378,923540.8953
94,내부자들: 디 오리지널,1623127,31115440,8.19,4732,12,144,1728,1,3638521,4,3309867,3,1929185,4,0,2,38755.08,3165,808491.7238,42032.47881,881508.4166,923540.8953
94,내부자들: 디 오리지널,1663990,31115440,8.19,4732,13,169,2197,1,3638521,4,3309867,3,1929185,4,0,2,38755.08,3165,808491.7238,42032.47881,923540.8954,923540.8953
95,너의 이름은.,212267,11344076,7.65,1788,0,0,0,2,3173219,3,1175322,2,670653.5,2,0,2,13678.2,27994,1676603.312,42032.47881,42032.47881,835765.8909
95,너의 이름은.,344730,11344076,7.65,1788,1,1,1,2,3173219,3,1175322,2,670653.5,2,0,2,13678.2,27994,1676603.312,42032.47881,84064.95763,835765.8909
95,너의 이름은.,514132,11344076,7.65,1788,2,4,8,2,3173219,3,1175322,2,670653.5,2,1,2,13678.2,27994,1676603.312,42032.47881,126097.4364,835765.8909
95,너의 이름은.,849457,11344076,7.65,1788,3,9,27,2,3173219,3,1175322,2,670653.5,2,2,2,13678.2,27994,1676603.312,103860.2757,229957.7122,835765.8909
95,너의 이름은.,1182465,11344076,7.65,1788,4,16,64,2,3173219,3,1175322,2,670653.5,2,2,2,13678.2,27994,1676603.312,103860.2757,333817.9879,835765.8909
95,너의 이름은.,1337246,11344076,7.65,1788,5,25,125,2,3173219,3,1175322,2,670653.5,2,0,2,13678.2,27994,1676603.312,42032.47881,375850.4667,835765.8909
95,너의 이름은.,1488014,11344076,7.65,1788,6,36,216,2,3173219,3,1175322,2,670653.5,2,0,2,13678.2,27994,1676603.312,42032.47881,417882.9455,835765.8909
95,너의 이름은.,1628364,11344076,7.65,1788,7,49,343,2,3173219,3,1175322,2,670653.5,2,0,2,13678.2,27994,1676603.312,42032.47881,459915.4243,835765.8909
95,너의 이름은.,1749842,11344076,7.65,1788,8,64,512,2,3173219,3,1175322,2,670653.5,2,0,2,13678.2,27994,1676603.312,42032.47881,501947.9031,835765.8909
95,너의 이름은.,1898838,11344076,7.65,1788,9,81,729,2,3173219,3,1175322,2,670653.5,2,1,2,13678.2,27994,1676603.312,42032.47881,543980.3819,835765.8909
95,너의 이름은.,2191085,11344076,7.65,1788,10,100,1000,2,3173219,3,1175322,2,670653.5,2,2,2,13678.2,27994,1676603.312,103860.2757,647840.6576,835765.8909
95,너의 이름은.,2489365,11344076,7.65,1788,11,121,1331,2,3173219,3,1175322,2,670653.5,2,2,2,13678.2,27994,1676603.312,103860.2757,751700.9334,835765.8909
95,너의 이름은.,2586931,11344076,7.65,1788,12,144,1728,2,3173219,3,1175322,2,670653.5,2,0,2,13678.2,27994,1676603.312,42032.47881,793733.4122,835765.8909
95,너의 이름은.,2680231,11344076,7.65,1788,13,169,2197,2,3173219,3,1175322,2,670653.5,2,0,2,13678.2,27994,1676603.312,42032.47881,835765.891,835765.8909
96,널 기다리며,45618,23677761,7.41,497,0,0,0,1,630845,1,1665754,2,1109504,3,0,3,3682.77,4205,808491.7238,42032.47881,42032.47881,835765.8909
96,널 기다리며,99585,23677761,7.41,497,1,1,1,1,630845,1,1665754,2,1109504,3,1,3,3682.77,4205,808491.7238,42032.47881,84064.95763,835765.8909
96,널 기다리며,205728,23677761,7.41,497,2,4,8,1,630845,1,1665754,2,1109504,3,2,3,3682.77,4205,808491.7238,103860.2757,187925.2333,835765.8909
96,널 기다리며,303156,23677761,7.41,497,3,9,27,1,630845,1,1665754,2,1109504,3,2,3,3682.77,4205,808491.7238,103860.2757,291785.5091,835765.8909
96,널 기다리며,339045,23677761,7.41,497,4,16,64,1,630845,1,1665754,2,1109504,3,0,3,3682.77,4205,808491.7238,42032.47881,333817.9879,835765.8909
96,널 기다리며,365464,23677761,7.41,497,5,25,125,1,630845,1,1665754,2,1109504,3,0,3,3682.77,4205,808491.7238,42032.47881,375850.4667,835765.8909
96,널 기다리며,392489,23677761,7.41,497,6,36,216,1,630845,1,1665754,2,1109504,3,0,3,3682.77,4205,808491.7238,42032.47881,417882.9455,835765.8909
96,널 기다리며,414659,23677761,7.41,497,7,49,343,1,630845,1,1665754,2,1109504,3,0,3,3682.77,4205,808491.7238,42032.47881,459915.4243,835765.8909
96,널 기다리며,444944,23677761,7.41,497,8,64,512,1,630845,1,1665754,2,1109504,3,1,3,3682.77,4205,808491.7238,42032.47881,501947.9031,835765.8909
96,널 기다리며,502299,23677761,7.41,497,9,81,729,1,630845,1,1665754,2,1109504,3,2,3,3682.77,4205,808491.7238,103860.2757,605808.1788,835765.8909
96,널 기다리며,551806,23677761,7.41,497,10,100,1000,1,630845,1,1665754,2,1109504,3,2,3,3682.77,4205,808491.7238,103860.2757,709668.4545,835765.8909
96,널 기다리며,567578,23677761,7.41,497,11,121,1331,1,630845,1,1665754,2,1109504,3,0,3,3682.77,4205,808491.7238,42032.47881,751700.9334,835765.8909
96,널 기다리며,582190,23677761,7.41,497,12,144,1728,1,630845,1,1665754,2,1109504,3,0,3,3682.77,4205,808491.7238,42032.47881,793733.4122,835765.8909
96,널 기다리며,595829,23677761,7.41,497,13,169,2197,1,630845,1,1665754,2,1109504,3,0,3,3682.77,4205,808491.7238,42032.47881,835765.891,835765.8909
97,넛잡: 땅콩 도둑들,31155,6641005,7.73,166,0,0,0,1,470309,1,532149.5,1,670653.4828,2,0,2,1283.18,1050,701045.3636,42032.47881,42032.47881,1011315.9
97,넛잡: 땅콩 도둑들,88882,6641005,7.73,166,1,1,1,1,470309,1,532149.5,1,670653.4828,2,0,2,1283.18,1050,701045.3636,129807.4832,171839.962,1011315.9
97,넛잡: 땅콩 도둑들,132727,6641005,7.73,166,2,4,8,1,470309,1,532149.5,1,670653.4828,2,1,2,1283.18,1050,701045.3636,129807.4832,301647.4453,1011315.9
97,넛잡: 땅콩 도둑들,220129,6641005,7.73,166,3,9,27,1,470309,1,532149.5,1,670653.4828,2,2,2,1283.18,1050,701045.3636,103860.2757,405507.721,1011315.9
97,넛잡: 땅콩 도둑들,306217,6641005,7.73,166,4,16,64,1,470309,1,532149.5,1,670653.4828,2,2,2,1283.18,1050,701045.3636,103860.2757,509367.9967,1011315.9
97,넛잡: 땅콩 도둑들,317954,6641005,7.73,166,5,25,125,1,470309,1,532149.5,1,670653.4828,2,0,2,1283.18,1050,701045.3636,42032.47881,551400.4755,1011315.9
97,넛잡: 땅콩 도둑들,324482,6641005,7.73,166,6,36,216,1,470309,1,532149.5,1,670653.4828,2,0,2,1283.18,1050,701045.3636,42032.47881,593432.9543,1011315.9
97,넛잡: 땅콩 도둑들,332051,6641005,7.73,166,7,49,343,1,470309,1,532149.5,1,670653.4828,2,0,2,1283.18,1050,701045.3636,42032.47881,635465.4331,1011315.9
97,넛잡: 땅콩 도둑들,338998,6641005,7.73,166,8,64,512,1,470309,1,532149.5,1,670653.4828,2,0,2,1283.18,1050,701045.3636,42032.47881,677497.912,1011315.9
97,넛잡: 땅콩 도둑들,347349,6641005,7.73,166,9,81,729,1,470309,1,532149.5,1,670653.4828,2,1,2,1283.18,1050,701045.3636,42032.47881,719530.3908,1011315.9
97,넛잡: 땅콩 도둑들,392425,6641005,7.73,166,10,100,1000,1,470309,1,532149.5,1,670653.4828,2,2,2,1283.18,1050,701045.3636,103860.2757,823390.6665,1011315.9
97,넛잡: 땅콩 도둑들,433345,6641005,7.73,166,11,121,1331,1,470309,1,532149.5,1,670653.4828,2,2,2,1283.18,1050,701045.3636,103860.2757,927250.9422,1011315.9
97,넛잡: 땅콩 도둑들,436292,6641005,7.73,166,12,144,1728,1,470309,1,532149.5,1,670653.4828,2,0,2,1283.18,1050,701045.3636,42032.47881,969283.421,1011315.9
97,넛잡: 땅콩 도둑들,442981,6641005,7.73,166,13,169,2197,1,470309,1,532149.5,1,670653.4828,2,0,2,1283.18,1050,701045.3636,42032.47881,1011315.9,1011315.9
98,노리개,23354,6767798,8.42,561,0,0,0,1,141706.5,1,193534.5,1,1158456.696,3,0,3,4723.62,3431,808491.7238,42032.47881,42032.47881,835765.8909
98,노리개,43952,6767798,8.42,561,1,1,1,1,141706.5,1,193534.5,1,1158456.696,3,1,3,4723.62,3431,808491.7238,42032.47881,84064.95763,835765.8909
98,노리개,78495,6767798,8.42,561,2,4,8,1,141706.5,1,193534.5,1,1158456.696,3,2,3,4723.62,3431,808491.7238,103860.2757,187925.2333,835765.8909
98,노리개,103691,6767798,8.42,561,3,9,27,1,141706.5,1,193534.5,1,1158456.696,3,2,3,4723.62,3431,808491.7238,103860.2757,291785.5091,835765.8909
98,노리개,115816,6767798,8.42,561,4,16,64,1,141706.5,1,193534.5,1,1158456.696,3,0,3,4723.62,3431,808491.7238,42032.47881,333817.9879,835765.8909
98,노리개,128424,6767798,8.42,561,5,25,125,1,141706.5,1,193534.5,1,1158456.696,3,0,3,4723.62,3431,808491.7238,42032.47881,375850.4667,835765.8909
98,노리개,139863,6767798,8.42,561,6,36,216,1,141706.5,1,193534.5,1,1158456.696,3,0,3,4723.62,3431,808491.7238,42032.47881,417882.9455,835765.8909
98,노리개,143776,6767798,8.42,561,7,49,343,1,141706.5,1,193534.5,1,1158456.696,3,0,3,4723.62,3431,808491.7238,42032.47881,459915.4243,835765.8909
98,노리개,148430,6767798,8.42,561,8,64,512,1,141706.5,1,193534.5,1,1158456.696,3,1,3,4723.62,3431,808491.7238,42032.47881,501947.9031,835765.8909
98,노리개,153624,6767798,8.42,561,9,81,729,1,141706.5,1,193534.5,1,1158456.696,3,2,3,4723.62,3431,808491.7238,103860.2757,605808.1788,835765.8909
98,노리개,158018,6767798,8.42,561,10,100,1000,1,141706.5,1,193534.5,1,1158456.696,3,2,3,4723.62,3431,808491.7238,103860.2757,709668.4545,835765.8909
98,노리개,161588,6767798,8.42,561,11,121,1331,1,141706.5,1,193534.5,1,1158456.696,3,0,3,4723.62,3431,808491.7238,42032.47881,751700.9334,835765.8909
98,노리개,165757,6767798,8.42,561,12,144,1728,1,141706.5,1,193534.5,1,1158456.696,3,0,3,4723.62,3431,808491.7238,42032.47881,793733.4122,835765.8909
98,노리개,166282,6767798,8.42,561,13,169,2197,1,141706.5,1,193534.5,1,1158456.696,3,0,2,4723.62,3431,808491.7238,42032.47881,835765.891,835765.8909
99,노무현입니다,86144,2048470,9.47,5595,0,0,0,1,1638786,2,1638786,2,726771.8,2,0,2,52984.65,29175,1676603.312,42032.47881,42032.47881,923540.8953
99,노무현입니다,181129,2048470,9.47,5595,1,1,1,1,1638786,2,1638786,2,726771.8,2,1,2,52984.65,29175,1676603.312,42032.47881,84064.95763,923540.8953
99,노무현입니다,386833,2048470,9.47,5595,2,4,8,1,1638786,2,1638786,2,726771.8,2,2,2,52984.65,29175,1676603.312,103860.2757,187925.2333,923540.8953
99,노무현입니다,596691,2048470,9.47,5595,3,9,27,1,1638786,2,1638786,2,726771.8,2,2,2,52984.65,29175,1676603.312,103860.2757,291785.5091,923540.8953
99,노무현입니다,674526,2048470,9.47,5595,4,16,64,1,1638786,2,1638786,2,726771.8,2,0,2,52984.65,29175,1676603.312,42032.47881,333817.9879,923540.8953
99,노무현입니다,745219,2048470,9.47,5595,5,25,125,1,1638786,2,1638786,2,726771.8,2,0,2,52984.65,29175,1676603.312,42032.47881,375850.4667,923540.8953
99,노무현입니다,823799,2048470,9.47,5595,6,36,216,1,1638786,2,1638786,2,726771.8,2,0,2,52984.65,29175,1676603.312,42032.47881,417882.9455,923540.8953
99,노무현입니다,873954,2048470,9.47,5595,7,49,343,1,1638786,2,1638786,2,726771.8,2,0,2,52984.65,29175,1676603.312,42032.47881,459915.4243,923540.8953
99,노무현입니다,933538,2048470,9.47,5595,8,64,512,1,1638786,2,1638786,2,726771.8,2,1,2,52984.65,29175,1676603.312,42032.47881,501947.9031,923540.8953
99,노무현입니다,1053177,2048470,9.47,5595,9,81,729,1,1638786,2,1638786,2,726771.8,2,2,2,52984.65,29175,1676603.312,103860.2757,605808.1788,923540.8953
99,노무현입니다,1176749,2048470,9.47,5595,10,100,1000,1,1638786,2,1638786,2,726771.8,2,2,2,52984.65,29175,1676603.312,103860.2757,709668.4545,923540.8953
99,노무현입니다,1255094,2048470,9.47,5595,11,121,1331,1,1638786,2,1638786,2,726771.8,2,0,2,52984.65,29175,1676603.312,42032.47881,751700.9334,923540.8953
99,노무현입니다,1372352,2048470,9.47,5595,12,144,1728,1,1638786,2,1638786,2,726771.8,2,0,2,52984.65,29175,1676603.312,129807.4832,881508.4166,923540.8953
99,노무현입니다,1405528,2048470,9.47,5595,13,169,2197,1,1638786,2,1638786,2,726771.8,2,0,2,52984.65,29175,1676603.312,42032.47881,923540.8954,923540.8953
100,노벰버 맨,32079,2772993,7.67,165,0,0,0,0,249333,1,1154853,2,2008838,4,0,3,1265.55,219,1731104.126,42032.47881,42032.47881,835765.8909
100,노벰버 맨,65042,2772993,7.67,165,1,1,1,0,249333,1,1154853,2,2008838,4,1,3,1265.55,219,1731104.126,42032.47881,84064.95763,835765.8909
100,노벰버 맨,114761,2772993,7.67,165,2,4,8,0,249333,1,1154853,2,2008838,4,2,3,1265.55,219,1731104.126,103860.2757,187925.2333,835765.8909
100,노벰버 맨,159479,2772993,7.67,165,3,9,27,0,249333,1,1154853,2,2008838,4,2,3,1265.55,219,1731104.126,103860.2757,291785.5091,835765.8909
100,노벰버 맨,180422,2772993,7.67,165,4,16,64,0,249333,1,1154853,2,2008838,4,0,3,1265.55,219,1731104.126,42032.47881,333817.9879,835765.8909
100,노벰버 맨,199648,2772993,7.67,165,5,25,125,0,249333,1,1154853,2,2008838,4,0,3,1265.55,219,1731104.126,42032.47881,375850.4667,835765.8909
100,노벰버 맨,216093,2772993,7.67,165,6,36,216,0,249333,1,1154853,2,2008838,4,0,3,1265.55,219,1731104.126,42032.47881,417882.9455,835765.8909
100,노벰버 맨,220771,2772993,7.67,165,7,49,343,0,249333,1,1154853,2,2008838,4,0,3,1265.55,219,1731104.126,42032.47881,459915.4243,835765.8909
100,노벰버 맨,225937,2772993,7.67,165,8,64,512,0,249333,1,1154853,2,2008838,4,1,3,1265.55,219,1731104.126,42032.47881,501947.9031,835765.8909
100,노벰버 맨,233859,2772993,7.67,165,9,81,729,0,249333,1,1154853,2,2008838,4,2,3,1265.55,219,1731104.126,103860.2757,605808.1788,835765.8909
100,노벰버 맨,240227,2772993,7.67,165,10,100,1000,0,249333,1,1154853,2,2008838,4,2,3,1265.55,219,1731104.126,103860.2757,709668.4545,835765.8909
100,노벰버 맨,242356,2772993,7.67,165,11,121,1331,0,249333,1,1154853,2,2008838,4,0,3,1265.55,219,1731104.126,42032.47881,751700.9334,835765.8909
100,노벰버 맨,244545,2772993,7.67,165,12,144,1728,0,249333,1,1154853,2,2008838,4,0,3,1265.55,219,1731104.126,42032.47881,793733.4122,835765.8909
100,노벰버 맨,246457,2772993,7.67,165,13,169,2197,0,249333,1,1154853,2,2008838,4,0,3,1265.55,219,1731104.126,42032.47881,835765.891,835765.8909
101,노브레싱,55407,3031047,7.37,569,0,0,0,1,447540,1,261018.1667,1,1158456.696,3,0,3,4193.53,7728,1731104.126,42032.47881,42032.47881,835765.8909
101,노브레싱,93818,3031047,7.37,569,1,1,1,1,447540,1,261018.1667,1,1158456.696,3,0,3,4193.53,7728,1731104.126,42032.47881,84064.95763,835765.8909
101,노브레싱,133990,3031047,7.37,569,2,4,8,1,447540,1,261018.1667,1,1158456.696,3,1,3,4193.53,7728,1731104.126,42032.47881,126097.4364,835765.8909
101,노브레싱,218773,3031047,7.37,569,3,9,27,1,447540,1,261018.1667,1,1158456.696,3,2,3,4193.53,7728,1731104.126,103860.2757,229957.7122,835765.8909
101,노브레싱,284619,3031047,7.37,569,4,16,64,1,447540,1,261018.1667,1,1158456.696,3,2,3,4193.53,7728,1731104.126,103860.2757,333817.9879,835765.8909
101,노브레싱,301841,3031047,7.37,569,5,25,125,1,447540,1,261018.1667,1,1158456.696,3,0,3,4193.53,7728,1731104.126,42032.47881,375850.4667,835765.8909
101,노브레싱,318327,3031047,7.37,569,6,36,216,1,447540,1,261018.1667,1,1158456.696,3,0,3,4193.53,7728,1731104.126,42032.47881,417882.9455,835765.8909
101,노브레싱,334932,3031047,7.37,569,7,49,343,1,447540,1,261018.1667,1,1158456.696,3,0,3,4193.53,7728,1731104.126,42032.47881,459915.4243,835765.8909
101,노브레싱,354661,3031047,7.37,569,8,64,512,1,447540,1,261018.1667,1,1158456.696,3,0,3,4193.53,7728,1731104.126,42032.47881,501947.9031,835765.8909
101,노브레싱,367524,3031047,7.37,569,9,81,729,1,447540,1,261018.1667,1,1158456.696,3,1,3,4193.53,7728,1731104.126,42032.47881,543980.3819,835765.8909
101,노브레싱,391272,3031047,7.37,569,10,100,1000,1,447540,1,261018.1667,1,1158456.696,3,2,3,4193.53,7728,1731104.126,103860.2757,647840.6576,835765.8909
101,노브레싱,411012,3031047,7.37,569,11,121,1331,1,447540,1,261018.1667,1,1158456.696,3,2,3,4193.53,7728,1731104.126,103860.2757,751700.9334,835765.8909
101,노브레싱,418595,3031047,7.37,569,12,144,1728,1,447540,1,261018.1667,1,1158456.696,3,0,3,4193.53,7728,1731104.126,42032.47881,793733.4122,835765.8909
101,노브레싱,425175,3031047,7.37,569,13,169,2197,1,447540,1,261018.1667,1,1158456.696,3,0,3,4193.53,7728,1731104.126,42032.47881,835765.891,835765.8909
102,노아,182325,18404394,5.34,1944,0,0,0,0,1997323,3,1873169.49,2,1400551.091,3,0,3,10380.96,5671,1731104.126,42032.47881,42032.47881,835765.8909
102,노아,373571,18404394,5.34,1944,1,1,1,0,1997323,3,1873169.49,2,1400551.091,3,1,3,10380.96,5671,1731104.126,42032.47881,84064.95763,835765.8909
102,노아,790203,18404394,5.34,1944,2,4,8,0,1997323,3,1873169.49,2,1400551.091,3,2,3,10380.96,5671,1731104.126,103860.2757,187925.2333,835765.8909
102,노아,1133153,18404394,5.34,1944,3,9,27,0,1997323,3,1873169.49,2,1400551.091,3,2,3,10380.96,5671,1731104.126,103860.2757,291785.5091,835765.8909
102,노아,1219903,18404394,5.34,1944,4,16,64,0,1997323,3,1873169.49,2,1400551.091,3,0,3,10380.96,5671,1731104.126,42032.47881,333817.9879,835765.8909
102,노아,1299432,18404394,5.34,1944,5,25,125,0,1997323,3,1873169.49,2,1400551.091,3,0,3,10380.96,5671,1731104.126,42032.47881,375850.4667,835765.8909
102,노아,1365808,18404394,5.34,1944,6,36,216,0,1997323,3,1873169.49,2,1400551.091,3,0,3,10380.96,5671,1731104.126,42032.47881,417882.9455,835765.8909
102,노아,1414009,18404394,5.34,1944,7,49,343,0,1997323,3,1873169.49,2,1400551.091,3,0,3,10380.96,5671,1731104.126,42032.47881,459915.4243,835765.8909
102,노아,1476312,18404394,5.34,1944,8,64,512,0,1997323,3,1873169.49,2,1400551.091,3,1,3,10380.96,5671,1731104.126,42032.47881,501947.9031,835765.8909
102,노아,1626710,18404394,5.34,1944,9,81,729,0,1997323,3,1873169.49,2,1400551.091,3,2,3,10380.96,5671,1731104.126,103860.2757,605808.1788,835765.8909
102,노아,1740745,18404394,5.34,1944,10,100,1000,0,1997323,3,1873169.49,2,1400551.091,3,2,3,10380.96,5671,1731104.126,103860.2757,709668.4545,835765.8909
102,노아,1773274,18404394,5.34,1944,11,121,1331,0,1997323,3,1873169.49,2,1400551.091,3,0,3,10380.96,5671,1731104.126,42032.47881,751700.9334,835765.8909
102,노아,1799879,18404394,5.34,1944,12,144,1728,0,1997323,3,1873169.49,2,1400551.091,3,0,3,10380.96,5671,1731104.126,42032.47881,793733.4122,835765.8909
102,노아,1821633,18404394,5.34,1944,13,169,2197,0,1997323,3,1873169.49,2,1400551.091,3,0,3,10380.96,5671,1731104.126,42032.47881,835765.891,835765.8909
103,노아의 방주: 남겨진 녀석들,8464,884714,8.43,37,0,0,0,2,218325,1,482278.1,1,670653.5,2,0,3,311.91,188,701045.3636,42032.47881,42032.47881,923540.8953
103,노아의 방주: 남겨진 녀석들,28944,884714,8.43,37,1,1,1,2,218325,1,482278.1,1,670653.5,2,1,2,311.91,188,701045.3636,42032.47881,84064.95763,923540.8953
103,노아의 방주: 남겨진 녀석들,50292,884714,8.43,37,2,4,8,2,218325,1,482278.1,1,670653.5,2,2,2,311.91,188,701045.3636,103860.2757,187925.2333,923540.8953
103,노아의 방주: 남겨진 녀석들,75576,884714,8.43,37,3,9,27,2,218325,1,482278.1,1,670653.5,2,2,2,311.91,188,701045.3636,103860.2757,291785.5091,923540.8953
103,노아의 방주: 남겨진 녀석들,107780,884714,8.43,37,4,16,64,2,218325,1,482278.1,1,670653.5,2,0,2,311.91,188,701045.3636,42032.47881,333817.9879,923540.8953
103,노아의 방주: 남겨진 녀석들,174707,884714,8.43,37,5,25,125,2,218325,1,482278.1,1,670653.5,2,0,2,311.91,188,701045.3636,129807.4832,463625.4711,923540.8953
103,노아의 방주: 남겨진 녀석들,179820,884714,8.43,37,6,36,216,2,218325,1,482278.1,1,670653.5,2,0,2,311.91,188,701045.3636,42032.47881,505657.9499,923540.8953
103,노아의 방주: 남겨진 녀석들,181604,884714,8.43,37,7,49,343,2,218325,1,482278.1,1,670653.5,2,0,2,311.91,188,701045.3636,42032.47881,547690.4287,923540.8953
103,노아의 방주: 남겨진 녀석들,183070,884714,8.43,37,8,64,512,2,218325,1,482278.1,1,670653.5,2,1,2,311.91,188,701045.3636,42032.47881,589722.9075,923540.8953
103,노아의 방주: 남겨진 녀석들,194312,884714,8.43,37,9,81,729,2,218325,1,482278.1,1,670653.5,2,2,2,311.91,188,701045.3636,103860.2757,693583.1832,923540.8953
103,노아의 방주: 남겨진 녀석들,205424,884714,8.43,37,10,100,1000,2,218325,1,482278.1,1,670653.5,2,2,2,311.91,188,701045.3636,103860.2757,797443.459,923540.8953
103,노아의 방주: 남겨진 녀석들,205839,884714,8.43,37,11,121,1331,2,218325,1,482278.1,1,670653.5,2,0,2,311.91,188,701045.3636,42032.47881,839475.9378,923540.8953
103,노아의 방주: 남겨진 녀석들,206333,884714,8.43,37,12,144,1728,2,218325,1,482278.1,1,670653.5,2,0,2,311.91,188,701045.3636,42032.47881,881508.4166,923540.8953
103,노아의 방주: 남겨진 녀석들,206683,884714,8.43,37,13,169,2197,2,218325,1,482278.1,1,670653.5,2,0,2,311.91,188,701045.3636,42032.47881,923540.8954,923540.8953
104,노예 12년,27797,23457896,8.1,427,0,0,0,0,450540,1,450540,1,1158456.696,3,0,2,3458.7,4592,1731104.126,42032.47881,42032.47881,835765.8909
104,노예 12년,52923,23457896,8.1,427,1,1,1,0,450540,1,450540,1,1158456.696,3,1,2,3458.7,4592,1731104.126,42032.47881,84064.95763,835765.8909
104,노예 12년,93260,23457896,8.1,427,2,4,8,0,450540,1,450540,1,1158456.696,3,2,3,3458.7,4592,1731104.126,103860.2757,187925.2333,835765.8909
104,노예 12년,122009,23457896,8.1,427,3,9,27,0,450540,1,450540,1,1158456.696,3,2,3,3458.7,4592,1731104.126,103860.2757,291785.5091,835765.8909
104,노예 12년,135372,23457896,8.1,427,4,16,64,0,450540,1,450540,1,1158456.696,3,0,3,3458.7,4592,1731104.126,42032.47881,333817.9879,835765.8909
104,노예 12년,155769,23457896,8.1,427,5,25,125,0,450540,1,450540,1,1158456.696,3,0,3,3458.7,4592,1731104.126,42032.47881,375850.4667,835765.8909
104,노예 12년,177507,23457896,8.1,427,6,36,216,0,450540,1,450540,1,1158456.696,3,0,3,3458.7,4592,1731104.126,42032.47881,417882.9455,835765.8909
104,노예 12년,191346,23457896,8.1,427,7,49,343,0,450540,1,450540,1,1158456.696,3,0,3,3458.7,4592,1731104.126,42032.47881,459915.4243,835765.8909
104,노예 12년,210114,23457896,8.1,427,8,64,512,0,450540,1,450540,1,1158456.696,3,1,3,3458.7,4592,1731104.126,42032.47881,501947.9031,835765.8909
104,노예 12년,256520,23457896,8.1,427,9,81,729,0,450540,1,450540,1,1158456.696,3,2,3,3458.7,4592,1731104.126,103860.2757,605808.1788,835765.8909
104,노예 12년,299538,23457896,8.1,427,10,100,1000,0,450540,1,450540,1,1158456.696,3,2,3,3458.7,4592,1731104.126,103860.2757,709668.4545,835765.8909
104,노예 12년,313914,23457896,8.1,427,11,121,1331,0,450540,1,450540,1,1158456.696,3,0,3,3458.7,4592,1731104.126,42032.47881,751700.9334,835765.8909
104,노예 12년,327411,23457896,8.1,427,12,144,1728,0,450540,1,450540,1,1158456.696,3,0,3,3458.7,4592,1731104.126,42032.47881,793733.4122,835765.8909
104,노예 12년,341946,23457896,8.1,427,13,169,2197,0,450540,1,450540,1,1158456.696,3,0,3,3458.7,4592,1731104.126,42032.47881,835765.891,835765.8909
105,논스톱,119098,9970897,7.81,678,0,0,0,0,858231.6667,2,1665753.608,2,2008837.893,4,0,2,5295.18,8866,1731104.126,42032.47881,42032.47881,835765.8909
105,논스톱,267427,9970897,7.81,678,1,1,1,0,858231.6667,2,1665753.608,2,2008837.893,4,1,2,5295.18,8866,1731104.126,42032.47881,84064.95763,835765.8909
105,논스톱,582344,9970897,7.81,678,2,4,8,0,858231.6667,2,1665753.608,2,2008837.893,4,2,3,5295.18,8866,1731104.126,103860.2757,187925.2333,835765.8909
105,논스톱,824063,9970897,7.81,678,3,9,27,0,858231.6667,2,1665753.608,2,2008837.893,4,2,3,5295.18,8866,1731104.126,103860.2757,291785.5091,835765.8909
105,논스톱,894039,9970897,7.81,678,4,16,64,0,858231.6667,2,1665753.608,2,2008837.893,4,0,3,5295.18,8866,1731104.126,42032.47881,333817.9879,835765.8909
105,논스톱,957337,9970897,7.81,678,5,25,125,0,858231.6667,2,1665753.608,2,2008837.893,4,0,3,5295.18,8866,1731104.126,42032.47881,375850.4667,835765.8909
105,논스톱,1020423,9970897,7.81,678,6,36,216,0,858231.6667,2,1665753.608,2,2008837.893,4,0,3,5295.18,8866,1731104.126,42032.47881,417882.9455,835765.8909
